frequency_thz,vdos
0.000000000000e+00,0.000000000000e+00
2.441406250000e-01,4.186617359392e+02
4.882812500000e-01,4.790381408012e+02
7.324218750000e-01,6.122247887382e+02
9.765625000000e-01,9.782179978377e+02
1.220703125000e+00,1.200776269016e+03
1.464843750000e+00,1.371428613164e+03
1.708984375000e+00,3.084183810253e+03
1.953125000000e+00,5.327958646737e+03
2.197265625000e+00,7.091126179584e+03
2.441406250000e+00,3.724731090023e+04
2.685546875000e+00,5.995554385799e+04
2.929687500000e+00,1.537481780101e+04
3.173828125000e+00,1.323268743052e+04
3.417968750000e+00,2.874348105205e+04
3.662109375000e+00,1.662770421557e+05
3.906250000000e+00,3.468963413448e+04
4.150390625000e+00,2.377514114948e+04
4.394531250000e+00,7.516163769150e+04
4.638671875000e+00,4.505961667261e+04
4.882812500000e+00,1.869209451943e+04
5.126953125000e+00,9.382558224866e+04
5.371093750000e+00,1.691324376959e+05
5.615234375000e+00,1.912623463991e+05
5.859375000000e+00,4.480416194762e+04
6.103515625000e+00,2.517443504829e+04
6.347656250000e+00,3.235213751186e+04
6.591796875000e+00,4.934836272757e+04
6.835937500000e+00,4.998507697119e+04
7.080078125000e+00,5.654400804096e+04
7.324218750000e+00,1.079773414578e+05
7.568359375000e+00,3.232442120443e+04
7.812500000000e+00,3.058642592210e+04
8.056640625000e+00,2.209870643115e+04
8.300781250000e+00,1.471690825134e+04
8.544921875000e+00,7.312729025661e+03
8.789062500000e+00,3.779327946789e+03
9.033203125000e+00,6.137727366248e+03
9.277343750000e+00,6.959133009409e+03
9.521484375000e+00,2.759889122291e+03
9.765625000000e+00,2.441189742345e+03
1.000976562500e+01,2.422192495462e+03
1.025390625000e+01,1.902368032270e+03
1.049804687500e+01,1.866498439874e+03
1.074218750000e+01,1.972707747371e+03
1.098632812500e+01,2.354373721224e+03
1.123046875000e+01,1.954488269905e+03
1.147460937500e+01,1.098345219518e+03
1.171875000000e+01,9.442066877019e+02
1.196289062500e+01,7.623428402665e+02
1.220703125000e+01,8.948001281407e+02
1.245117187500e+01,7.294633776654e+02
1.269531250000e+01,7.622236475763e+02
1.293945312500e+01,9.434434458904e+02
1.318359375000e+01,5.271189783204e+02
1.342773437500e+01,4.209399791194e+02
1.367187500000e+01,4.628677138971e+02
1.391601562500e+01,3.483383417966e+02
1.416015625000e+01,3.159504331234e+02
1.440429687500e+01,2.899004818563e+02
1.464843750000e+01,2.711301974406e+02
1.489257812500e+01,2.119010488244e+02
1.513671875000e+01,1.917822815412e+02
1.538085937500e+01,1.690832795022e+02
1.562500000000e+01,1.415553595425e+02
1.586914062500e+01,1.346016040737e+02
1.611328125000e+01,1.402311937961e+02
1.635742187500e+01,1.370252844856e+02
1.660156250000e+01,1.228699006807e+02
1.684570312500e+01,1.102743569933e+02
1.708984375000e+01,8.539590260543e+01
1.733398437500e+01,8.754680262475e+01
1.757812500000e+01,7.258938101209e+01
1.782226562500e+01,9.027910926145e+01
1.806640625000e+01,8.204642129502e+01
1.831054687500e+01,7.473574449227e+01
1.855468750000e+01,6.871333715094e+01
1.879882812500e+01,6.572462994487e+01
1.904296875000e+01,6.974458814183e+01
